,Unnamed: 0,Date,Time,Condition,last Condition
1225,1225,2022-11-23,6:00 AM,fair,Fair
1226,1226,2022-11-23,6:30 AM,fair,Fair
1227,1227,2022-11-23,7:00 AM,fair,Fair
1228,1228,2022-11-23,7:30 AM,fair,Fair
1229,1229,2022-11-23,8:00 AM,fair,Fair
1230,1230,2022-11-23,8:30 AM,fair,Fair
1231,1231,2022-11-23,9:00 AM,fair,Fair
1232,1232,2022-11-23,9:30 AM,fair,Fair
1233,1233,2022-11-23,10:00 AM,fair,Fair
1234,1234,2022-11-23,10:30 AM,fair,Fair
1235,1235,2022-11-23,11:00 AM,fair,Fair
1236,1236,2022-11-23,11:30 AM,fair,Fair
1237,1237,2022-11-23,12:00 PM,fair,Fair
1238,1238,2022-11-23,12:30 PM,fair,Fair
1239,1239,2022-11-23,1:30 PM,fair,Fair
1240,1240,2022-11-23,2:00 PM,fair,Fair
1241,1241,2022-11-23,2:30 PM,fair,Fair
1242,1242,2022-11-23,3:00 PM,fair,Fair
1243,1243,2022-11-23,3:30 PM,fair,Fair
1244,1244,2022-11-23,4:00 PM,fair,Fair
1245,1245,2022-11-23,4:20 PM,fair,Fair
1246,1246,2022-11-23,4:30 PM,fair,Fair
1247,1247,2022-11-23,4:55 PM,fair,Fair
1248,1248,2022-11-23,5:00 PM,fair,Fair
1249,1249,2022-11-23,5:20 PM,fair,Fair
1250,1250,2022-11-23,5:30 PM,fair,Fair
1251,1251,2022-11-23,5:50 PM,fair,Fair
1252,1252,2022-11-23,6:00 PM,fair,Fair
1253,1253,2022-11-23,6:20 PM,fair,Fair
1254,1254,2022-11-23,6:30 PM,fair,Fair
1255,1255,2022-11-23,6:50 PM,fair,Fair
1256,1256,2022-11-23,7:00 PM,fair,Fair
1257,1257,2022-11-23,7:20 PM,fair,Fair
1258,1258,2022-11-23,7:30 PM,fair,Fair
1259,1259,2022-11-23,7:50 PM,fair,Fair
1260,1260,2022-11-24,8:00 PM,fair,Fair
1261,1261,2022-11-24,8:20 PM,fair,Fair
1262,1262,2022-11-24,8:30 PM,fair,Fair
1263,1263,2022-11-24,8:50 PM,fair,Fair
1264,1264,2022-11-24,9:00 PM,fair,Fair
1265,1265,2022-11-24,9:20 PM,fair,Fair
1266,1266,2022-11-24,9:30 PM,fair,Fair
1267,1267,2022-11-24,9:50 PM,fair,Fair
1268,1268,2022-11-24,10:00 PM,fair,Fair
1269,1269,2022-11-24,10:20 PM,fair,Fair
1270,1270,2022-11-24,10:30 PM,fair,Fair
1271,1271,2022-11-24,11:00 PM,fair,Fair
1272,1272,2022-11-24,12:30 AM,fair,Fair
1273,1273,2022-11-24,1:00 AM,fair,Fair
1274,1274,2022-11-24,1:30 AM,fair,Fair
1275,1275,2022-11-24,1:55 AM,fair,Fair
1276,1276,2022-11-24,2:00 AM,fair,Fair
1277,1277,2022-11-24,2:30 AM,fair,Fair
1278,1278,2022-11-24,2:55 AM,fair,Fair
1279,1279,2022-11-24,3:00 AM,fair,Fair
1280,1280,2022-11-24,3:30 AM,fair,Fair
1281,1281,2022-11-24,3:50 AM,fair,Fair
1282,1282,2022-11-24,4:00 AM,fair,Fair
1283,1283,2022-11-24,3:30 AM,fair,Fair
1284,1284,2022-11-24,4:00 AM,fair,Fair
1285,1285,2022-11-24,4:30 AM,fair,Fair
1286,1286,2022-11-24,5:00 AM,fair,Fair
1287,1287,2022-11-24,5:30 AM,fair,Fair
1288,1288,2022-11-24,6:00 AM,fair,Fair
1289,1289,2022-11-24,6:30 AM,fair,Fair
1290,1290,2022-11-24,7:00 AM,fair,Fair
1291,1291,2022-11-24,7:30 AM,mostly cloudy,Mostly Cloudy
1292,1292,2022-11-24,8:00 AM,mostly cloudy,Mostly Cloudy
1293,1293,2022-11-24,8:30 AM,mostly cloudy,Mostly Cloudy
1294,1294,2022-11-24,9:00 AM,mostly cloudy,Mostly Cloudy
1295,1295,2022-11-24,9:30 AM,mostly cloudy,Mostly Cloudy
1296,1296,2022-11-24,10:00 AM,mostly cloudy,Mostly Cloudy
1297,1297,2022-11-24,10:30 AM,mostly cloudy,Mostly Cloudy
1298,1298,2022-11-24,11:00 AM,mostly cloudy,Mostly Cloudy
1299,1299,2022-11-24,11:30 AM,mostly cloudy,Mostly Cloudy
1300,1300,2022-11-24,12:00 PM,mostly cloudy,Mostly Cloudy
1301,1301,2022-11-24,12:30 PM,fair,Fair
1302,1302,2022-11-24,1:00 PM,fair,Fair
1303,1303,2022-11-24,1:30 PM,fair,Fair
1304,1304,2022-11-24,2:00 PM,fair,Fair
1305,1305,2022-11-24,2:30 PM,fair,Fair
1306,1306,2022-11-24,3:00 PM,fair,Fair
1307,1307,2022-11-24,3:30 PM,fair,Fair
1308,1308,2022-11-24,4:00 PM,fair,Fair
1309,1309,2022-11-24,4:30 PM,fair,Fair
1310,1310,2022-11-24,5:00 PM,fair,Fair
1311,1311,2022-11-24,5:30 PM,fair,Fair
1312,1312,2022-11-24,6:00 PM,fair,Fair
1313,1313,2022-11-24,6:30 PM,fair,Fair
1314,1314,2022-11-24,7:00 PM,fair,Fair
1315,1315,2022-11-24,7:30 PM,fair,Fair
1316,1316,2022-11-25,8:00 PM,fair,Fair
1317,1317,2022-11-25,8:30 PM,fair,Fair
1318,1318,2022-11-25,9:00 PM,fair,Fair
1319,1319,2022-11-25,9:30 PM,fair,Fair
1320,1320,2022-11-25,10:00 PM,fair,Fair
1321,1321,2022-11-25,10:30 PM,fair,Fair
1322,1322,2022-11-25,11:00 PM,fair,Fair
1323,1323,2022-11-25,12:30 AM,fair,Fair
1324,1324,2022-11-25,1:00 AM,fair,Fair
1325,1325,2022-11-25,1:30 AM,fair,Fair
1326,1326,2022-11-25,2:00 AM,fair,Fair
1327,1327,2022-11-25,2:30 AM,fair,Fair
1328,1328,2022-11-25,3:00 AM,fair,Fair
1329,1329,2022-11-25,3:30 AM,fair,Fair
1330,1330,2022-11-25,4:00 AM,fair,Fair
1331,1331,2022-11-25,3:30 AM,fair,Fair
1332,1332,2022-11-25,3:55 AM,fair,Fair
1333,1333,2022-11-25,4:00 AM,fair,Fair
1334,1334,2022-11-25,4:30 AM,fair,Fair
1335,1335,2022-11-25,5:00 AM,fair,Fair
1336,1336,2022-11-25,5:30 AM,fair,Fair
1337,1337,2022-11-25,5:55 AM,fair,Fair
1338,1338,2022-11-25,6:00 AM,fair,Fair
1339,1339,2022-11-25,6:30 AM,fair,Fair
1340,1340,2022-11-25,6:55 AM,fair,Fair
1341,1341,2022-11-25,7:00 AM,fair,Fair
1342,1342,2022-11-25,7:30 AM,fair,Fair
1343,1343,2022-11-25,8:00 AM,fair,Fair
1344,1344,2022-11-25,8:30 AM,fair,Fair
1345,1345,2022-11-25,8:50 AM,fair,Fair
1346,1346,2022-11-25,9:00 AM,fair,Fair
1347,1347,2022-11-25,9:30 AM,fair,Fair
1348,1348,2022-11-25,10:00 AM,fair,Fair
1349,1349,2022-11-25,10:30 AM,fair,Fair
1350,1350,2022-11-25,10:55 AM,fair,Fair
1351,1351,2022-11-25,11:00 AM,fair,Fair
1352,1352,2022-11-25,11:30 AM,fair,Fair
1353,1353,2022-11-25,12:00 PM,fair,Fair
1354,1354,2022-11-25,12:30 PM,fair,Fair
1355,1355,2022-11-25,1:00 PM,fair,Fair
1356,1356,2022-11-25,1:30 PM,fair,Fair
1357,1357,2022-11-25,2:00 PM,fair,Fair
1358,1358,2022-11-25,2:30 PM,fair,Fair
1359,1359,2022-11-25,3:00 PM,fair,Fair
1360,1360,2022-11-25,3:30 PM,fair,Fair
1361,1361,2022-11-25,4:00 PM,fair,Fair
1362,1362,2022-11-25,4:30 PM,fair,Fair
1363,1363,2022-11-25,5:00 PM,partly cloudy,Partly Cloudy
1364,1364,2022-11-25,5:30 PM,partly cloudy,Partly Cloudy
1365,1365,2022-11-25,6:00 PM,fair,Fair
1366,1366,2022-11-25,6:30 PM,fair,Fair
1367,1367,2022-11-25,7:00 PM,fair,Fair
1368,1368,2022-11-25,7:30 PM,fair,Fair
1369,1369,2022-11-26,8:00 PM,fair,Fair
1370,1370,2022-11-26,8:30 PM,fair,Fair
1371,1371,2022-11-26,9:00 PM,fair,Fair
1372,1372,2022-11-26,9:30 PM,fair,Fair
1373,1373,2022-11-26,10:00 PM,fair,Fair
1374,1374,2022-11-26,10:30 PM,fair,Fair
1375,1375,2022-11-26,10:50 PM,fair,Fair
1376,1376,2022-11-26,11:00 PM,fair,Fair
1377,1377,2022-11-26,11:20 PM,fair,Fair
1378,1378,2022-11-26,12:30 AM,fair,Fair
1379,1379,2022-11-26,12:50 AM,fair,Fair
1380,1380,2022-11-26,1:00 AM,fair,Fair
1381,1381,2022-11-26,1:20 AM,fair,Fair
1382,1382,2022-11-26,1:30 AM,fair,Fair
1383,1383,2022-11-26,1:50 AM,fair,Fair
1384,1384,2022-11-26,2:00 AM,fair,Fair
1385,1385,2022-11-26,2:20 AM,fair,Fair
1386,1386,2022-11-26,2:30 AM,fair,Fair
1387,1387,2022-11-26,2:50 AM,fair,Fair
1388,1388,2022-11-26,3:00 AM,fair,Fair
1389,1389,2022-11-26,3:20 AM,fair,Fair
1390,1390,2022-11-26,3:30 AM,fair,Fair
1391,1391,2022-11-26,3:50 AM,fair,Fair
1392,1392,2022-11-26,4:00 AM,fair,Fair
1393,1393,2022-11-26,4:20 AM,fair,Fair
1394,1394,2022-11-26,3:30 AM,fair,Fair
1395,1395,2022-11-26,4:00 AM,fair,Fair
1396,1396,2022-11-26,4:30 AM,fair,Fair
1397,1397,2022-11-26,5:00 AM,fair,Fair
1398,1398,2022-11-26,5:30 AM,fair,Fair
1399,1399,2022-11-26,6:00 AM,fair,Fair
1400,1400,2022-11-26,6:30 AM,fair,Fair
1401,1401,2022-11-26,7:00 AM,fair,Fair
1402,1402,2022-11-26,7:30 AM,fair,Fair
1403,1403,2022-11-26,8:00 AM,fair,Fair
1404,1404,2022-11-26,8:30 AM,fair,Fair
1405,1405,2022-11-26,9:00 AM,fair,Fair
1406,1406,2022-11-26,9:30 AM,fair,Fair
1407,1407,2022-11-26,10:00 AM,fair,Fair
1408,1408,2022-11-26,10:30 AM,fair,Fair
1409,1409,2022-11-26,11:00 AM,fair,Fair
1410,1410,2022-11-26,11:30 AM,fair,Fair
1411,1411,2022-11-26,12:00 PM,fair,Fair
1412,1412,2022-11-26,12:30 PM,fair,Fair
1413,1413,2022-11-26,1:00 PM,fair,Fair
1414,1414,2022-11-26,1:30 PM,fair,Fair
1415,1415,2022-11-26,2:00 PM,fair,Fair
1416,1416,2022-11-26,2:30 PM,fair,Fair
1417,1417,2022-11-26,3:00 PM,fair,Fair
1418,1418,2022-11-26,3:30 PM,fair,Fair
1419,1419,2022-11-26,4:00 PM,fair,Fair
1420,1420,2022-11-26,4:30 PM,fair,Fair
1421,1421,2022-11-26,5:00 PM,fair,Fair
1422,1422,2022-11-26,5:30 PM,fair,Fair
1423,1423,2022-11-26,6:00 PM,fair,Fair
1424,1424,2022-11-26,6:30 PM,fair,Fair
1425,1425,2022-11-26,7:00 PM,fair,Fair
1426,1426,2022-11-26,7:30 PM,fair,Fair
1427,1427,2022-11-27,8:00 PM,fair,Fair
1428,1428,2022-11-27,8:30 PM,fair,Fair
1429,1429,2022-11-27,9:00 PM,fair,Fair
1430,1430,2022-11-27,9:30 PM,fair,Fair
1431,1431,2022-11-27,10:00 PM,fair,Fair
1432,1432,2022-11-27,10:30 PM,fair,Fair
1433,1433,2022-11-27,11:00 PM,fair,Fair
1434,1434,2022-11-27,12:30 AM,fair,Fair
1435,1435,2022-11-27,1:00 AM,fair,Fair
1436,1436,2022-11-27,1:30 AM,fair,Fair
1437,1437,2022-11-27,2:00 AM,fair,Fair
1438,1438,2022-11-27,2:30 AM,fair,Fair
1439,1439,2022-11-27,2:55 AM,fair,Fair
1440,1440,2022-11-27,3:00 AM,fair,Fair
1441,1441,2022-11-27,3:30 AM,fair,Fair
1442,1442,2022-11-27,4:00 AM,fair,Fair
1443,1443,2022-11-27,3:30 AM,fair,Fair
1444,1444,2022-11-27,4:00 AM,fair,Fair
1445,1445,2022-11-27,4:30 AM,fair,Fair
1446,1446,2022-11-27,5:00 AM,fair,Fair
1447,1447,2022-11-27,5:30 AM,fair,Fair
1448,1448,2022-11-27,6:00 AM,fair,Fair
1449,1449,2022-11-27,6:30 AM,fair,Fair
1450,1450,2022-11-27,7:00 AM,fair,Fair
1451,1451,2022-11-27,7:30 AM,fair,Fair
1452,1452,2022-11-27,8:00 AM,fair,Fair
1453,1453,2022-11-27,8:30 AM,fair,Fair
1454,1454,2022-11-27,9:00 AM,fair,Fair
1455,1455,2022-11-27,9:30 AM,fair,Fair
1456,1456,2022-11-27,9:50 AM,fair,Fair
1457,1457,2022-11-27,10:00 AM,fair,Fair
1458,1458,2022-11-27,10:20 AM,fair,Fair
1459,1459,2022-11-27,10:30 AM,fair,Fair
1460,1460,2022-11-27,10:50 AM,fair,Fair
1461,1461,2022-11-27,11:00 AM,fair,Fair
1462,1462,2022-11-27,11:20 AM,fair,Fair
1463,1463,2022-11-27,11:30 AM,fair,Fair
1464,1464,2022-11-27,11:50 AM,fair,Fair
1465,1465,2022-11-27,12:00 PM,fair,Fair
1466,1466,2022-11-27,12:20 PM,fair,Fair
1467,1467,2022-11-27,12:30 PM,fair,Fair
1468,1468,2022-11-27,12:50 PM,fair,Fair
1469,1469,2022-11-27,1:00 PM,fair,Fair
1470,1470,2022-11-27,1:20 PM,fair,Fair
1471,1471,2022-11-27,1:30 PM,fair,Fair
1472,1472,2022-11-27,1:50 PM,fair,Fair
1473,1473,2022-11-27,2:00 PM,fair,Fair
1474,1474,2022-11-27,2:20 PM,fair,Fair
1475,1475,2022-11-27,2:30 PM,fair,Fair
1476,1476,2022-11-27,2:50 PM,fair,Fair
1477,1477,2022-11-27,3:00 PM,fair,Fair
1478,1478,2022-11-27,3:20 PM,fair,Fair
1479,1479,2022-11-27,3:30 PM,fair,Fair
1480,1480,2022-11-27,4:00 PM,fair,Fair
1481,1481,2022-11-27,4:30 PM,fair,Fair
1482,1482,2022-11-27,5:00 PM,fair,Fair
1483,1483,2022-11-27,5:30 PM,fair,Fair
1484,1484,2022-11-27,6:00 PM,fair,Fair
1485,1485,2022-11-27,6:30 PM,fair,Fair
1486,1486,2022-11-27,7:00 PM,fair,Fair
1487,1487,2022-11-27,7:30 PM,fair,Fair
1488,1488,2022-11-28,8:00 PM,fair,Fair
1489,1489,2022-11-28,8:30 PM,fair,Fair
1490,1490,2022-11-28,9:00 PM,fair,Fair
1491,1491,2022-11-28,9:30 PM,fair,Fair
1492,1492,2022-11-28,10:00 PM,fair,Fair
1493,1493,2022-11-28,10:30 PM,fair,Fair
1494,1494,2022-11-28,11:00 PM,fair,Fair
1495,1495,2022-11-28,12:30 AM,fair,Fair
1496,1496,2022-11-28,1:00 AM,fair,Fair
1497,1497,2022-11-28,1:30 AM,fair,Fair
1498,1498,2022-11-28,2:00 AM,fair,Fair
1499,1499,2022-11-28,2:30 AM,fair,Fair
1500,1500,2022-11-28,3:00 AM,fair,Fair
1501,1501,2022-11-28,3:30 AM,fair,Fair
1502,1502,2022-11-28,4:00 AM,mostly cloudy,Mostly Cloudy
1503,1503,2022-11-28,3:30 AM,partly cloudy,Partly Cloudy
1504,1504,2022-11-28,4:00 AM,mostly cloudy,Mostly Cloudy
1505,1505,2022-11-28,4:30 AM,partly cloudy,Partly Cloudy
1506,1506,2022-11-28,5:00 AM,mostly cloudy,Mostly Cloudy
1507,1507,2022-11-28,5:30 AM,fair,Fair
1508,1508,2022-11-28,6:00 AM,fair,Fair
1509,1509,2022-11-28,6:30 AM,fair,Fair
1510,1510,2022-11-28,7:00 AM,mostly cloudy,Mostly Cloudy
1511,1511,2022-11-28,7:30 AM,mostly cloudy,Mostly Cloudy
1512,1512,2022-11-28,8:00 AM,mostly cloudy,Mostly Cloudy
1513,1513,2022-11-28,8:30 AM,partly cloudy,Partly Cloudy
1514,1514,2022-11-28,9:00 AM,partly cloudy,Partly Cloudy
1515,1515,2022-11-28,9:30 AM,mostly cloudy,Mostly Cloudy
1516,1516,2022-11-28,9:55 AM,mostly cloudy,Mostly Cloudy
1517,1517,2022-11-28,10:00 AM,mostly cloudy,Mostly Cloudy
1518,1518,2022-11-28,10:30 AM,partly cloudy,Partly Cloudy
1519,1519,2022-11-28,10:55 AM,partly cloudy,Partly Cloudy
1520,1520,2022-11-28,11:00 AM,partly cloudy,Partly Cloudy
1521,1521,2022-11-28,11:30 AM,partly cloudy,Partly Cloudy
1522,1522,2022-11-28,12:00 PM,partly cloudy,Partly Cloudy
1523,1523,2022-11-28,12:30 PM,partly cloudy,Partly Cloudy
1524,1524,2022-11-28,12:55 PM,partly cloudy,Partly Cloudy
1525,1525,2022-11-28,1:00 PM,partly cloudy,Partly Cloudy
1526,1526,2022-11-28,1:30 PM,mostly cloudy,Mostly Cloudy
1527,1527,2022-11-28,1:55 PM,partly cloudy,Partly Cloudy
1528,1528,2022-11-28,2:00 PM,partly cloudy,Partly Cloudy
1529,1529,2022-11-28,2:30 PM,mostly cloudy,Mostly Cloudy
1530,1530,2022-11-28,3:00 PM,partly cloudy,Partly Cloudy
1531,1531,2022-11-28,3:30 PM,partly cloudy,Partly Cloudy
1532,1532,2022-11-28,4:00 PM,partly cloudy,Partly Cloudy
1533,1533,2022-11-28,4:30 PM,partly cloudy,Partly Cloudy
1534,1534,2022-11-28,5:00 PM,fair,Fair
1535,1535,2022-11-28,5:30 PM,fair,Fair
1536,1536,2022-11-28,6:00 PM,fair,Fair
1537,1537,2022-11-28,6:30 PM,fair,Fair
1538,1538,2022-11-28,7:00 PM,partly cloudy,Partly Cloudy
1539,1539,2022-11-28,7:30 PM,mostly cloudy,Mostly Cloudy
1540,1540,2022-11-29,8:00 PM,mostly cloudy,Mostly Cloudy
1541,1541,2022-11-29,8:30 PM,partly cloudy,Partly Cloudy
1542,1542,2022-11-29,9:00 PM,fair,Fair
1543,1543,2022-11-29,9:30 PM,fair,Fair
1544,1544,2022-11-29,10:00 PM,fair,Fair
1545,1545,2022-11-29,10:30 PM,fair,Fair
1546,1546,2022-11-29,11:00 PM,fair,Fair
1547,1547,2022-11-29,12:30 AM,fair,Fair
1548,1548,2022-11-29,1:00 AM,fair,Fair
1549,1549,2022-11-29,1:30 AM,fair,Fair
1550,1550,2022-11-29,2:00 AM,fair,Fair
1551,1551,2022-11-29,2:30 AM,fair,Fair
1552,1552,2022-11-29,3:00 AM,fair,Fair
1553,1553,2022-11-29,3:30 AM,fair,Fair
1554,1554,2022-11-29,4:00 AM,fair,Fair
1555,1555,2022-11-29,3:30 AM,fair,Fair
1556,1556,2022-11-29,4:00 AM,mostly cloudy,Mostly Cloudy
1557,1557,2022-11-29,4:20 AM,foggy,Fog
1558,1558,2022-11-29,4:30 AM,foggy,Fog
1559,1559,2022-11-29,5:00 AM,foggy,Haze
1560,1560,2022-11-29,5:30 AM,mostly cloudy,Mostly Cloudy
1561,1561,2022-11-29,6:00 AM,partly cloudy,Partly Cloudy
1562,1562,2022-11-29,6:30 AM,fair,Fair
1563,1563,2022-11-29,7:00 AM,fair,Fair
1564,1564,2022-11-29,7:30 AM,fair,Fair
1565,1565,2022-11-29,8:00 AM,fair,Fair
1566,1566,2022-11-29,8:30 AM,fair,Fair
1567,1567,2022-11-29,9:00 AM,fair,Fair
1568,1568,2022-11-29,9:30 AM,fair,Fair
1569,1569,2022-11-29,10:00 AM,fair,Fair
1570,1570,2022-11-29,10:30 AM,fair,Fair
1571,1571,2022-11-29,11:00 AM,fair,Fair
1572,1572,2022-11-29,11:30 AM,fair,Fair
1573,1573,2022-11-29,12:00 PM,fair,Fair
1574,1574,2022-11-29,12:30 PM,fair,Fair
1575,1575,2022-11-29,1:00 PM,fair,Fair
1576,1576,2022-11-29,1:30 PM,fair,Fair
1577,1577,2022-11-29,2:00 PM,fair,Fair
1578,1578,2022-11-29,2:30 PM,fair,Fair
1579,1579,2022-11-29,3:00 PM,fair,Fair
1580,1580,2022-11-29,3:30 PM,fair,Fair
1581,1581,2022-11-29,3:55 PM,fair,Fair
1582,1582,2022-11-29,4:00 PM,fair,Fair
1583,1583,2022-11-29,4:20 PM,fair,Fair
1584,1584,2022-11-29,4:30 PM,fair,Fair
1585,1585,2022-11-29,4:50 PM,fair,Fair
1586,1586,2022-11-29,5:00 PM,fair,Fair
1587,1587,2022-11-29,5:20 PM,fair,Fair
1588,1588,2022-11-29,5:30 PM,fair,Fair
1589,1589,2022-11-29,5:55 PM,fair,Fair
1590,1590,2022-11-29,6:00 PM,fair,Fair
1591,1591,2022-11-29,6:20 PM,fair,Fair
1592,1592,2022-11-29,6:30 PM,fair,Fair
1593,1593,2022-11-29,6:50 PM,fair,Fair
1594,1594,2022-11-29,7:00 PM,fair,Fair
1595,1595,2022-11-29,7:20 PM,fair,Fair
1596,1596,2022-11-29,7:30 PM,fair,Fair
1597,1597,2022-11-29,7:50 PM,fair,Fair
1598,1598,2022-11-30,8:00 PM,fair,Fair
1599,1599,2022-11-30,8:20 PM,fair,Fair
1600,1600,2022-11-30,8:30 PM,fair,Fair
1601,1601,2022-11-30,8:50 PM,fair,Fair
1602,1602,2022-11-30,9:00 PM,fair,Fair
1603,1603,2022-11-30,9:20 PM,fair,Fair
1604,1604,2022-11-30,9:30 PM,fair,Fair
1605,1605,2022-11-30,9:50 PM,fair,Fair
1606,1606,2022-11-30,10:00 PM,fair,Fair
1607,1607,2022-11-30,10:20 PM,fair,Fair
1608,1608,2022-11-30,10:30 PM,fair,Fair
1609,1609,2022-11-30,11:00 PM,fair,Fair
1610,1610,2022-11-30,12:30 AM,fair,Fair
1611,1611,2022-11-30,1:00 AM,fair,Fair
1612,1612,2022-11-30,1:30 AM,fair,Fair
1613,1613,2022-11-30,2:00 AM,fair,Fair
1614,1614,2022-11-30,2:30 AM,fair,Fair
1615,1615,2022-11-30,3:00 AM,fair,Fair
1616,1616,2022-11-30,3:30 AM,fair,Fair
1617,1617,2022-11-30,4:00 AM,fair,Fair
1618,1618,2022-11-30,3:30 AM,fair,Fair
1619,1619,2022-11-30,4:00 AM,fair,Fair
1620,1620,2022-11-30,4:30 AM,fair,Fair
1621,1621,2022-11-30,5:00 AM,fair,Fair
1622,1622,2022-11-30,5:30 AM,fair,Fair
1623,1623,2022-11-30,6:00 AM,fair,Fair
1624,1624,2022-11-30,6:30 AM,fair,Fair
1625,1625,2022-11-30,7:00 AM,fair,Fair
1626,1626,2022-11-30,7:30 AM,fair,Fair
1627,1627,2022-11-30,8:00 AM,fair,Fair
1628,1628,2022-11-30,8:30 AM,fair,Fair
1629,1629,2022-11-30,9:00 AM,fair,Fair
1630,1630,2022-11-30,9:30 AM,fair,Fair
1631,1631,2022-11-30,10:00 AM,fair,Fair
1632,1632,2022-11-30,10:30 AM,fair,Fair
1633,1633,2022-11-30,11:00 AM,fair,Fair
1634,1634,2022-11-30,11:30 AM,fair,Fair
1635,1635,2022-11-30,12:00 PM,fair,Fair
1636,1636,2022-11-30,12:30 PM,fair,Fair
1637,1637,2022-11-30,1:00 PM,fair,Fair
1638,1638,2022-11-30,1:30 PM,fair,Fair
1639,1639,2022-11-30,2:00 PM,fair,Fair
1640,1640,2022-11-30,2:30 PM,fair,Fair
1641,1641,2022-11-30,3:00 PM,fair,Fair
1642,1642,2022-11-30,3:30 PM,fair,Fair
1643,1643,2022-11-30,3:55 PM,fair,Fair
1644,1644,2022-11-30,4:00 PM,fair,Fair
1645,1645,2022-11-30,4:30 PM,fair,Fair
1646,1646,2022-11-30,4:55 PM,fair,Fair
1647,1647,2022-11-30,5:00 PM,fair,Fair
1648,1648,2022-11-30,5:30 PM,fair,Fair
1649,1649,2022-11-30,5:50 PM,fair,Fair
1650,1650,2022-11-30,6:00 PM,fair,Fair
1651,1651,2022-11-30,6:30 PM,fair,Fair
1652,1652,2022-11-30,6:55 PM,fair,Fair
1653,1653,2022-11-30,7:00 PM,fair,Fair
1654,1654,2022-11-30,7:30 PM,mostly cloudy,Mostly Cloudy
1655,1655,2022-11-30,7:55 PM,mostly cloudy,Mostly Cloudy
